n_steps,python,cython,speedup
1000000,1.2586607933044434,0.06330227851867676,19.883341054352208
2000000,2.470304489135742,0.11509132385253906,21.463863707926617
3000000,3.6983683109283447,0.18215489387512207,20.303425465273495
4000000,5.02800178527832,0.23660612106323242,21.250514410548995
5000000,6.5654706954956055,0.3133413791656494,20.95309184180471
6000000,7.733894109725952,0.35065484046936035,22.055574933384463
